stime	etime	text
00:08:01.020	00:08:03.950 align:start position:0%	teammedlemmar.
00:08:03.950	00:08:03.960 align:start position:0%	Sophia kan integrera sitt OSF-
00:08:03.960	00:08:06.770 align:start position:0%	Sophia kan integrera sitt OSF-
00:08:06.770	00:08:06.780 align:start position:0%	projektutrymme i en mängd vanliga
00:08:06.780	00:08:09.529 align:start position:0%	projektutrymme i en mängd vanliga
00:08:09.529	00:08:09.539 align:start position:0%	externa lagringsleverantörer för att ladda upp
00:08:09.539	00:08:11.990 align:start position:0%	externa lagringsleverantörer för att ladda upp
00:08:11.990	00:08:12.000 align:start position:0%	datakodbilder  eller till och med videor
00:08:12.000	00:08:14.150 align:start position:0%	datakodbilder  eller till och med videor
00:08:14.150	00:08:14.160 align:start position:0%	associerade med hennes forskningsprojekt
00:08:14.160	00:08:17.029 align:start position:0%	associerade med hennes forskningsprojekt
00:08:17.029	00:08:17.039 align:start position:0%	betyder det att alla filer från Sophia
00:08:17.039	00:08:19.610 align:start position:0%	betyder det att alla filer från Sophia
00:08:19.610	00:08:19.620 align:start position:0%	och hennes te  m på deras föredragna
00:08:19.620	00:08:22.309 align:start position:0%	och hennes te  m på deras föredragna
00:08:22.309	00:08:22.319 align:start position:0%	lagringsleverantörer kan aggregeras tillsammans på
00:08:22.319	00:08:25.010 align:start position:0%	lagringsleverantörer kan aggregeras tillsammans på
00:08:25.010	00:08:25.020 align:start position:0%	hennes OSF-projekt utan att behöva
00:08:25.020	00:08:27.050 align:start position:0%	hennes OSF-projekt utan att behöva
00:08:27.050	00:08:27.060 align:start position:0%	ladda upp varje fil igen.
00:08:27.060	00:08:29.150 align:start position:0%	ladda upp varje fil igen.
00:08:29.150	00:08:29.160 align:start position:0%	var och en av dessa filer från externa
00:08:29.160	00:08:31.070 align:start position:0%	var och en av dessa filer från externa
00:08:31.070	00:08:31.080 align:start position:0%	lagringsleverantörer kan fortfarande renderas
00:08:31.080	00:08:33.070 align:start position:0%	lagringsleverantörer kan fortfarande renderas
00:08:33.070	00:08:33.080 align:start position:0%	på hennes OSF-projekt.
00:08:33.080	00:08:35.750 align:start position:0%	på hennes OSF-projekt.
00:08:35.750	00:08:35.760 align:start position:0%	Sophia använder wikisektionen på sitt
00:08:35.760	00:08:37.850 align:start position:0%	Sophia använder wikisektionen på sitt
00:08:37.850	00:08:37.860 align:start position:0%	projekt som en anslagstavla  hon
00:08:37.860	00:08:39.409 align:start position:0%	projekt som en anslagstavla  hon
00:08:39.409	00:08:39.419 align:start position:0%	kan samordna med sina teammedlemmar genom att
00:08:39.419	00:08:41.750 align:start position:0%	kan samordna med sina teammedlemmar genom att
00:08:41.750	00:08:41.760 align:start position:0%	lämna meddelanden om målplaner
00:08:41.760	00:08:43.670 align:start position:0%	lämna meddelanden om målplaner
00:08:43.670	00:08:43.680 align:start position:0%	och se till att alla är på samma
00:08:43.680	00:08:46.850 align:start position:0%	och se till att alla är på samma
00:08:46.850	00:08:46.860 align:start position:0%	sida under hela projektet.
00:08:46.860	00:08:49.490 align:start position:0%	sida under hela projektet.
00:08:49.490	00:08:49.500 align:start position:0%	Alla Sophia och hennes teams aktiviteter
00:08:49.500	00:08:51.470 align:start position:0%	Alla Sophia och hennes teams aktiviteter
00:08:51.470	00:08:51.480 align:start position:0%	på projektet ingår i en aktivitetslogg som
00:08:51.480	00:08:54.050 align:start position:0%	på projektet ingår i en aktivitetslogg som
00:08:54.050	00:08:54.060 align:start position:0%	spårar de olika ändringarna av
00:08:54.060	00:08:57.050 align:start position:0%	spårar de olika ändringarna av
00:08:57.050	00:08:57.060 align:start position:0%	filer och organisation  eventuella ändringar av
00:08:57.060	00:08:59.150 align:start position:0%	filer och organisation  eventuella ändringar av
00:08:59.150	00:08:59.160 align:start position:0%	hennes projektutrymme påverkar inte hennes
00:08:59.160	00:09:02.150 align:start position:0%	hennes projektutrymme påverkar inte hennes
00:09:02.150	00:09:02.160 align:start position:0%	första förhandsregistrering när Sophias
00:09:02.160	00:09:05.150 align:start position:0%	första förhandsregistrering när Sophias
00:09:05.150	00:09:05.160 align:start position:0%	studie växer. Hon skapar en katalog med
00:09:05.160	00:09:08.210 align:start position:0%	studie växer. Hon skapar en katalog med
00:09:08.210	00:09:08.220 align:start position:0%	material i sitt OSF-projekt genom att skapa
00:09:08.220	00:09:11.630 align:start position:0%	material i sitt OSF-projekt genom att skapa
00:09:11.630	00:09:11.640 align:start position:0%	delprojekt eller komponenter. Sophia
00:09:11.640	00:09:14.449 align:start position:0%	delprojekt eller komponenter. Sophia
00:09:14.449	00:09:14.459 align:start position:0%	kan nu skapa lika många komponenter eller nya
00:09:14.459	00:09:25.430 align:start position:0%	kan nu skapa lika många komponenter eller nya
00:09:25.430	00:09:25.440 align:start position:0%	 
00:09:25.440	00:09:27.350 align:start position:0%	 
00:09:27.350	00:09:27.360 align:start position:0%	nu när Sophia och hennes team har
00:09:27.360	00:09:29.150 align:start position:0%	nu när Sophia och hennes team har
00:09:29.150	00:09:29.160 align:start position:0%	slutfört analysen ytterligare studie är
00:09:29.160	00:09:31.550 align:start position:0%	slutfört analysen ytterligare studie är
00:09:31.550	00:09:31.560 align:start position:0%	hon glad att dela med sig av sin fr  esh nytt
00:09:31.560	00:09:33.490 align:start position:0%	hon glad att dela med sig av sin fr  esh nytt
00:09:33.490	00:09:33.500 align:start position:0%	manuskript med andra i hennes community
00:09:33.500	00:09:35.870 align:start position:0%	manuskript med andra i hennes community
00:09:35.870	00:09:35.880 align:start position:0%	Sophias förtryck får sin egen
00:09:35.880	00:09:38.090 align:start position:0%	Sophias förtryck får sin egen
00:09:38.090	00:09:38.100 align:start position:0%	permanenta DOI och indexeras av andra
00:09:38.100	00:09:40.430 align:start position:0%	permanenta DOI och indexeras av andra
00:09:40.430	00:09:40.440 align:start position:0%	Discovery-tjänster på webben.
00:09:40.440	00:09:42.530 align:start position:0%	Discovery-tjänster på webben.
00:09:42.530	00:09:42.540 align:start position:0%	Hon kan när som helst uppdatera sitt förtryck för
00:09:42.540	00:09:44.750 align:start position:0%	Hon kan när som helst uppdatera sitt förtryck för
00:09:44.750	00:09:44.760 align:start position:0%	att inkludera ny information och alla
00:09:44.760	00:09:46.550 align:start position:0%	att inkludera ny information och alla
00:09:46.550	00:09:46.560 align:start position:0%	versioner är tillgängliga för
00:09:46.560	00:09:49.370 align:start position:0%	versioner är tillgängliga för
00:09:49.370	00:09:49.380 align:start position:0%	läsare enligt öppna vetenskapsmetoder hon
00:09:49.380	00:09:51.110 align:start position:0%	läsare enligt öppna vetenskapsmetoder hon
00:09:51.110	00:09:51.120 align:start position:0%	gör  hela studiens
00:09:51.120	00:09:54.110 align:start position:0%	gör  hela studiens
00:09:54.110	00:09:54.120 align:start position:0%	livscykel tydlig Sophia lägger till länkar till sitt OSF-
00:09:54.120	00:09:55.670 align:start position:0%	livscykel tydlig Sophia lägger till länkar till sitt OSF-
00:09:55.670	00:09:55.680 align:start position:0%	projekt
00:09:55.680	00:09:58.490 align:start position:0%	projekt
00:09:58.490	00:09:58.500 align:start position:0%	och hennes förhandsregistrering samt
00:09:58.500	00:10:00.949 align:start position:0%	och hennes förhandsregistrering samt
00:10:00.949	00:10:00.959 align:start position:0%	länkar till eventuella efterföljande publikationer som
00:10:00.959	00:10:03.170 align:start position:0%	länkar till eventuella efterföljande publikationer som
00:10:03.170	00:10:03.180 align:start position:0%	gör alla steg i hennes
00:10:03.180	00:10:05.150 align:start position:0%	gör alla steg i hennes
00:10:05.150	00:10:05.160 align:start position:0%	forskningsprojekt tillgängliga
00:10:05.160	00:10:07.550 align:start position:0%	forskningsprojekt tillgängliga
00:10:07.550	00:10:07.560 align:start position:0%	tillsammans med förtrycket som med de andra resurser
00:10:07.560	00:10:10.009 align:start position:0%	tillsammans med förtrycket som med de andra resurser
00:10:10.009	00:10:10.019 align:start position:0%	hon har utvecklat på  OSF avslöjar
00:10:10.019	00:10:12.530 align:start position:0%	hon har utvecklat på  OSF avslöjar
00:10:12.530	00:10:12.540 align:start position:0%	förhållandet mellan hennes uppsats hennes team
00:10:12.540	00:10:16.130 align:start position:0%	förhållandet mellan hennes uppsats hennes team
00:10:16.130	00:10:16.140 align:start position:0%	hennes analys hennes forskningsplan hennes
00:10:16.140	00:10:25.430 align:start position:0%	hennes analys hennes forskningsplan hennes
00:10:25.430	00:10:25.440 align:start position:0%	 
00:10:25.440	00:10:28.009 align:start position:0%	 
00:10:28.009	00:10:28.019 align:start position:0%	med att hennes studie avslutades Sophia
00:10:28.019	00:10:29.750 align:start position:0%	med att hennes studie avslutades Sophia
00:10:29.750	00:10:29.760 align:start position:0%	har en intressant position i sin
00:10:29.760	00:10:31.250 align:start position:0%	har en intressant position i sin
00:10:31.250	00:10:31.260 align:start position:0%	forskningslivscykel
00:10:31.260	00:10:33.889 align:start position:0%	forskningslivscykel
00:10:33.889	00:10:33.899 align:start position:0%	hon främjar upptäckbarheten av
00:10:33.899	00:10:36.110 align:start position:0%	hon främjar upptäckbarheten av
00:10:36.110	00:10:36.120 align:start position:0%	sin avslutade studie samtidigt som den håller ett
00:10:36.120	00:10:38.690 align:start position:0%	sin avslutade studie samtidigt som den håller ett
00:10:38.690	00:10:38.700 align:start position:0%	öga  för sin nästa idé vill hon
00:10:38.700	00:10:40.610 align:start position:0%	öga  för sin nästa idé vill hon
00:10:40.610	00:10:40.620 align:start position:0%	också uppfylla alla krav
00:10:40.620	00:10:43.070 align:start position:0%	också uppfylla alla krav
00:10:43.070	00:10:43.080 align:start position:0%	från sin finansiär  i en institutions
00:10:43.080	00:10:45.889 align:start position:0%	från sin finansiär  i en institutions
00:10:45.889	00:10:45.899 align:start position:0%	rapporteringskrav med öppen källkod kräver myndigheten
00:10:45.899	00:10:48.110 align:start position:0%	rapporteringskrav med öppen källkod kräver myndigheten
00:10:48.110	00:10:48.120 align:start position:0%	som tillhandahöll finansieringen av studien
00:10:48.120	00:10:50.750 align:start position:0%	som tillhandahöll finansieringen av studien
00:10:50.750	00:10:50.760 align:start position:0%	att Sophia rapporterar tillbaka om sitt
00:10:50.760	00:10:53.090 align:start position:0%	att Sophia rapporterar tillbaka om sitt
00:10:53.090	00:10:53.100 align:start position:0%	projekt och visade att lämpliga
00:10:53.100	00:10:56.030 align:start position:0%	projekt och visade att lämpliga
00:10:56.030	00:10:56.040 align:start position:0%	data och resultat är öppet tillgängliga
00:10:56.040	00:10:58.310 align:start position:0%	data och resultat är öppet tillgängliga
00:10:58.310	00:10:58.320 align:start position:0%	från finansiärens perspektiv. Målet
00:10:58.320	00:11:00.350 align:start position:0%	från finansiärens perspektiv. Målet
00:11:00.350	00:11:00.360 align:start position:0%	är att se till att en genomförd studie
00:11:00.360	00:11:02.930 align:start position:0%	är att se till att en genomförd studie
00:11:02.930	00:11:02.940 align:start position:0%	är  tillgänglig och ständigt tillgänglig
00:11:02.940	00:11:05.389 align:start position:0%	är  tillgänglig och ständigt tillgänglig
00:11:05.389	00:11:05.399 align:start position:0%	för forskarvärlden
00:11:05.399	00:11:07.310 align:start position:0%	för forskarvärlden
00:11:07.310	00:11:07.320 align:start position:0%	utöver Sophias finansieringskrav
00:11:07.320	00:11:08.870 align:start position:0%	utöver Sophias finansieringskrav
00:11:08.870	00:11:08.880 align:start position:0%	ber institutionen som
00:11:08.880	00:11:11.329 align:start position:0%	ber institutionen som
00:11:11.329	00:11:11.339 align:start position:0%	anställer Sofia om rapporter om hennes
00:11:11.339	00:11:13.430 align:start position:0%	anställer Sofia om rapporter om hennes
00:11:13.430	00:11:13.440 align:start position:0%	årliga forskningsaktivitet
00:11:13.440	00:11:15.290 align:start position:0%	årliga forskningsaktivitet
00:11:15.290	00:11:15.300 align:start position:0%	båda dessa vanliga problem kan
00:11:15.300	00:11:18.290 align:start position:0%	båda dessa vanliga problem kan
00:11:18.290	00:11:18.300 align:start position:0%	lätt lösas, för om du använde OSF för att
00:11:18.300	00:11:20.030 align:start position:0%	lätt lösas, för om du använde OSF för att
00:11:20.030	00:11:20.040 align:start position:0%	hantera din studie och publicera hennes
00:11:20.040	00:11:21.829 align:start position:0%	hantera din studie och publicera hennes
00:11:21.829	00:11:21.839 align:start position:0%	resultat
00:11:21.839	00:11:24.470 align:start position:0%	resultat
00:11:24.470	00:11:24.480 align:start position:0%	Sophia  kan dela den permanenta doi till
00:11:24.480	00:11:26.569 align:start position:0%	Sophia  kan dela den permanenta doi till
00:11:26.569	00:11:26.579 align:start position:0%	hennes gratisutskrift direkt lagrad på
00:11:26.579	00:11:27.710 align:start position:0%	hennes gratisutskrift direkt lagrad på
00:11:27.710	00:11:27.720 align:start position:0%	OSF,
00:11:27.720	00:11:30.230 align:start position:0%	OSF,
00:11:30.230	00:11:30.240 align:start position:0%	alternativt kan hon söka genom
00:11:30.240	00:11:32.990 align:start position:0%	alternativt kan hon söka genom
00:11:32.990	00:11:33.000 align:start position:0%	preprint-arkivet eller Google Scholar om
00:11:33.000	00:11:34.610 align:start position:0%	preprint-arkivet eller Google Scholar om
00:11:34.610	00:11:34.620 align:start position:0%	hon inte har DOI lätt
00:11:34.620	00:11:35.750 align:start position:0%	hon inte har DOI lätt
00:11:35.750	00:11:35.760 align:start position:0%	tillgänglig
00:11:35.760	00:11:38.870 align:start position:0%	tillgänglig
00:11:38.870	00:11:38.880 align:start position:0%	hon kan också tillhandahålla dois för sin
00:11:38.880	00:11:42.170 align:start position:0%	hon kan också tillhandahålla dois för sin
00:11:42.170	00:11:42.180 align:start position:0%	offentliga registrering och projekt som
00:11:42.180	00:11:44.210 align:start position:0%	offentliga registrering och projekt som
00:11:44.210	00:11:44.220 align:start position:0%	OSF tillhandahåller  henne med analyser
00:11:44.220	00:11:46.430 align:start position:0%	OSF tillhandahåller  henne med analyser
00:11:46.430	00:11:46.440 align:start position:0%	inklusive antalet nedladdningar  d
00:11:46.440	00:11:49.610 align:start position:0%	inklusive antalet nedladdningar  d
00:11:49.610	00:11:49.620 align:start position:0%	synpunkter på hennes förtrycksregistrering och
00:11:49.620	00:11:53.230 align:start position:0%	synpunkter på hennes förtrycksregistrering och
00:11:53.230	00:11:53.240 align:start position:0%	projekt för att kunna rapportera vid behov.
00:11:53.240	00:11:55.850 align:start position:0%	projekt för att kunna rapportera vid behov.
00:11:55.850	00:11:55.860 align:start position:0%	Sophias registrering och material och
00:11:55.860	00:11:57.829 align:start position:0%	Sophias registrering och material och
00:11:57.829	00:11:57.839 align:start position:0%	hennes OSF-projekt är länkade från
00:11:57.839	00:12:00.350 align:start position:0%	hennes OSF-projekt är länkade från
00:12:00.350	00:12:00.360 align:start position:0%	förtrycket och vice versa och hjälper till att
00:12:00.360	00:12:02.329 align:start position:0%	förtrycket och vice versa och hjälper till att
00:12:02.329	00:12:02.339 align:start position:0%	göra hela historien om hennes forskningsstudie
00:12:02.339	00:12:04.430 align:start position:0%	göra hela historien om hennes forskningsstudie
00:12:04.430	00:12:04.440 align:start position:0%	tillgänglig online som
00:12:04.440	00:12:06.889 align:start position:0%	tillgänglig online som
00:12:06.889	00:12:06.899 align:start position:0%	hennes institution kan hitta  förtrycket
00:12:06.899	00:12:09.230 align:start position:0%	hennes institution kan hitta  förtrycket
00:12:09.230	00:12:09.240 align:start position:0%	på OSF-förtrycksarkivet eller via
00:12:09.240	00:12:10.790 align:start position:0%	på OSF-förtrycksarkivet eller via
00:12:10.790	00:12:10.800 align:start position:0%	Google Scholar
00:12:10.800	00:12:13.970 align:start position:0%	Google Scholar
00:12:13.970	00:12:13.980 align:start position:0%	Sophias institution har också ett OSF-
00:12:13.980	00:12:16.370 align:start position:0%	Sophias institution har också ett OSF-
00:12:16.370	00:12:16.380 align:start position:0%	institutionsmedlemskap så allt offentligt
00:12:16.380	00:12:19.130 align:start position:0%	institutionsmedlemskap så allt offentligt
00:12:19.130	00:12:19.140 align:start position:0%	material inklusive Sophias studie
00:12:19.140	00:12:22.069 align:start position:0%	material inklusive Sophias studie
00:12:22.069	00:12:22.079 align:start position:0%	samlas och delas på deras instrumentpanel på
00:12:22.079	00:12:24.350 align:start position:0%	samlas och delas på deras instrumentpanel på
00:12:24.350	00:12:24.360 align:start position:0%	grund av detta uppmärksammas Sophias arbete
00:12:24.360	00:12:27.470 align:start position:0%	grund av detta uppmärksammas Sophias arbete
00:12:27.470	00:12:27.480 align:start position:0%	även på hennes egen institution när
00:12:27.480	00:12:28.790 align:start position:0%	även på hennes egen institution när
00:12:28.790	00:12:28.800 align:start position:0%	hennes kollegor nere  salen
00:12:28.800	00:12:32.509 align:start position:0%	hennes kollegor nere  salen
00:12:32.509	00:12:32.519 align:start position:0%	gratulerar henne till hennes nya publikation
00:12:32.519	00:12:34.310 align:start position:0%	gratulerar henne till hennes nya publikation
00:12:34.310	00:12:34.320 align:start position:0%	nu när Sophia har
00:12:34.320	00:12:36.889 align:start position:0%	nu när Sophia har
00:12:36.889	00:12:36.899 align:start position:0%	slutfört framgångsrikt hon är ivrig att gå tillbaka och komma
00:12:36.899	00:12:39.290 align:start position:0%	slutfört framgångsrikt hon är ivrig att gå tillbaka och komma
00:12:39.290	00:12:39.300 align:start position:0%	igång med sin nästa studie som
00:12:39.300	00:12:41.990 align:start position:0%	igång med sin nästa studie som
00:12:41.990	00:12:42.000 align:start position:0%	inspirerades av några av hennes fynd. Hon
00:12:42.000	00:12:43.910 align:start position:0%	inspirerades av några av hennes fynd. Hon
00:12:43.910	00:12:43.920 align:start position:0%	startar sitt nya projekt som hon gjorde
00:12:43.920	00:12:46.850 align:start position:0%	startar sitt nya projekt som hon gjorde
00:12:46.850	00:12:46.860 align:start position:0%	det förra med en sökning  av OSF för att
00:12:46.860	00:12:48.590 align:start position:0%	det förra med en sökning  av OSF för att
00:12:48.590	00:13:02.710 align:start position:0%	se vad andra forskare inom hennes område gör.
00:13:02.710	00:13:02.720 align:start position:0%	 
00:13:02.720	00:13:05.569 align:start position:0%	 
00:13:05.569	00:13:05.579 align:start position:0%	Sophia kan nu använda OSF för att stödja
00:13:05.579	00:13:07.129 align:start position:0%	Sophia kan nu använda OSF för att stödja
00:13:07.129	00:13:07.139 align:start position:0%	sin forskning  h mål
00:13:07.139	00:13:08.569 align:start position:0%	sin forskning  h mål
00:13:08.569	00:13:08.579 align:start position:0%	men som alla som försöker något
00:13:08.579	00:13:09.470 align:start position:0%	men som alla som försöker något
00:13:09.470	00:13:09.480 align:start position:0%	nytt har
00:13:09.480	00:13:11.690 align:start position:0%	nytt har
00:13:11.690	00:13:11.700 align:start position:0%	hon fler frågor
00:13:11.700	00:13:13.910 align:start position:0%	hon fler frågor
00:13:13.910	00:13:13.920 align:start position:0%	hon någonsin har en fråga eller erfarenhet är
00:13:13.920	00:13:16.490 align:start position:0%	hon någonsin har en fråga eller erfarenhet är
00:13:16.490	00:13:16.500 align:start position:0%	ett problem hon kan gå till vårt OSF Support
00:13:16.500	00:13:17.569 align:start position:0%	ett problem hon kan gå till vårt OSF Support
00:13:17.569	00:13:17.579 align:start position:0%	Center
00:13:17.579	00:13:19.910 align:start position:0%	Center
00:13:19.910	00:13:19.920 align:start position:0%	här hittar hon en omfattande uppsättning
00:13:19.920	00:13:22.430 align:start position:0%	här hittar hon en omfattande uppsättning
00:13:22.430	00:13:22.440 align:start position:0%	hjälpguider och resurser för att hjälpa till att svara på hennes
00:13:22.440	00:13:23.990 align:start position:0%	hjälpguider och resurser för att hjälpa till att svara på hennes
00:13:23.990	00:13:24.000 align:start position:0%	frågor.
00:13:24.000	00:13:25.490 align:start position:0%	frågor.
00:13:25.490	00:13:25.500 align:start position:0%	supportcenter
00:13:25.500	00:13:27.470 align:start position:0%	supportcenter
00:13:27.470	00:13:27.480 align:start position:0%	motsvarar sektioner av OSF
00:13:27.480	00:13:30.829 align:start position:0%	motsvarar sektioner av OSF
00:13:30.829	00:13:30.839 align:start position:0%	inklusive hjälpguider om registreringar
00:13:30.839	00:13:34.389 align:start position:0%	inklusive hjälpguider om registreringar
00:13:34.389	00:13:34.399 align:start position:0%	preprints-projekt och till och med information
00:13:34.399	00:13:36.889 align:start position:0%	preprints-projekt och till och med information
00:13:36.889	00:13:36.899 align:start position:0%	för hennes konto.
00:13:36.899	00:13:39.530 align:start position:0%	för hennes konto.
00:13:39.530	00:13:39.540 align:start position:0%	Dessutom hittar hon en
00:13:39.540	00:13:42.470 align:start position:0%	Dessutom hittar hon en
00:13:42.470	00:13:42.480 align:start position:0%	startsektion för nya användare vanliga frågor
00:13:42.480	00:13:43.490 align:start position:0%	startsektion för nya användare vanliga frågor
00:13:43.490	00:13:43.500 align:start position:0%	 
00:13:43.500	00:13:46.250 align:start position:0%	 
00:13:46.250	00:13:46.260 align:start position:0%	och till och med översatta resurser på andra
00:13:46.260	00:13:48.230 align:start position:0%	och till och med översatta resurser på andra
00:13:48.230	00:13:48.240 align:start position:0%	språk.
00:13:48.240	00:13:51.410 align:start position:0%	språk.
00:13:51.410	00:13:51.420 align:start position:0%	Sophia har en specifik fråga men är inte
00:13:51.420	00:13:52.850 align:start position:0%	Sophia har en specifik fråga men är inte
00:13:52.850	00:13:52.860 align:start position:0%	säker på vilken del av supportcentret
00:13:52.860	00:13:54.889 align:start position:0%	säker på vilken del av supportcentret
00:13:54.889	00:13:54.899 align:start position:0%	det skulle falla under
00:13:54.899	00:13:57.350 align:start position:0%	det skulle falla under
00:13:57.350	00:13:57.360 align:start position:0%	hon bestämmer sig för att använda sökfältet
00:13:57.360	00:13:59.870 align:start position:0%	hon bestämmer sig för att använda sökfältet
00:13:59.870	00:13:59.880 align:start position:0%	högst upp som sammanställer hjälpguidens
00:13:59.880	00:14:02.329 align:start position:0%	högst upp som sammanställer hjälpguidens
00:14:02.329	00:14:02.339 align:start position:0%	resultat baserat på nyckelord från
00:14:02.339	00:14:03.650 align:start position:0%	resultat baserat på nyckelord från
00:14:03.650	00:14:03.660 align:start position:0%	frågan,
00:14:03.660	00:14:06.050 align:start position:0%	frågan,
00:14:06.050	00:14:06.060 align:start position:0%	normalt hjälper detta henne att hitta sitt svar
00:14:06.060	00:14:09.230 align:start position:0%	normalt hjälper detta henne att hitta sitt svar
00:14:09.230	00:14:09.240 align:start position:0%	men ingen lycka den här gången kan
00:14:09.240	00:14:11.030 align:start position:0%	men ingen lycka den här gången kan
00:14:11.030	00:14:11.040 align:start position:0%	hon inte hitta  ett svar på sin fråga
00:14:11.040	00:14:13.129 align:start position:0%	hon inte hitta  ett svar på sin fråga
00:14:13.129	00:14:13.139 align:start position:0%	Sophia vet att hon alltid kan be
00:14:13.139	00:14:14.990 align:start position:0%	Sophia vet att hon alltid kan be
00:14:14.990	00:14:15.000 align:start position:0%	kundsupport om hjälp
00:14:15.000	00:14:16.970 align:start position:0%	kundsupport om hjälp
00:14:16.970	00:14:16.980 align:start position:0%	där hon kommer att få en  meddelande från en
00:14:16.980	00:14:19.370 align:start position:0%	där hon kommer att få en  meddelande från en
00:14:19.370	00:14:19.380 align:start position:0%	engagerad personal som är utbildad i alla
00:14:19.380	00:14:21.829 align:start position:0%	engagerad personal som är utbildad i alla
00:14:21.829	00:14:21.839 align:start position:0%	aspekter av
00:14:21.839	00:14:23.930 align:start position:0%	aspekter av
00:14:23.930	00:14:23.940 align:start position:0%	OSF Hjälpcentret är en värdefull resurs
00:14:23.940	00:14:26.569 align:start position:0%	OSF Hjälpcentret är en värdefull resurs
00:14:26.569	00:14:26.579 align:start position:0%	och Sophia återkommer regelbundet medan hon
00:14:26.579	00:14:30.440 align:start position:0%	och Sophia återkommer regelbundet medan hon
