stime	etime	text
00:08:43.909	00:08:43.919 align:start position:0%	deltagare inte kan
00:08:43.919	00:08:48.710 align:start position:0%	deltagare inte kan
00:08:48.710	00:08:48.720 align:start position:0%	 
00:08:48.720	00:08:51.269 align:start position:0%	 
00:08:51.269	00:08:51.279 align:start position:0%	ge ett falskt svar kommer vi i princip
00:08:51.279	00:08:55.910 align:start position:0%	ge ett falskt svar kommer vi i princip
00:08:55.910	00:08:55.920 align:start position:0%	 
00:08:55.920	00:08:58.150 align:start position:0%	 
00:08:58.150	00:08:58.160 align:start position:0%	så det finns positiva saker och
00:08:58.160	00:08:59.750 align:start position:0%	så det finns positiva saker och
00:08:59.750	00:08:59.760 align:start position:0%	negativa saker  med
00:08:59.760	00:09:03.110 align:start position:0%	negativa saker  med
00:09:03.110	00:09:03.120 align:start position:0%	undersökningar och
00:09:03.120	00:09:05.670 align:start position:0%	undersökningar och
00:09:05.670	00:09:05.680 align:start position:0%	experiment är undersökningsexperiment försöker kombinera
00:09:05.680	00:09:07.590 align:start position:0%	experiment är undersökningsexperiment försöker kombinera
00:09:07.590	00:09:07.600 align:start position:0%	dessa undersökningar med ett experimentellt
00:09:07.600	00:09:09.269 align:start position:0%	dessa undersökningar med ett experimentellt
00:09:09.269	00:09:09.279 align:start position:0%	tillvägagångssätt
00:09:09.279	00:09:11.269 align:start position:0%	tillvägagångssätt
00:09:11.269	00:09:11.279 align:start position:0%	och det som är bra med experiment är
00:09:11.279	00:09:12.230 align:start position:0%	och det som är bra med experiment är
00:09:12.230	00:09:12.240 align:start position:0%	att
00:09:12.240	00:09:14.310 align:start position:0%	att
00:09:14.310	00:09:14.320 align:start position:0%	vi kan ha dessa
00:09:14.320	00:09:16.310 align:start position:0%	vi kan ha dessa
00:09:16.310	00:09:16.320 align:start position:0%	olika
00:09:16.320	00:09:18.550 align:start position:0%	olika
00:09:18.550	00:09:18.560 align:start position:0%	tillstånd vi kan ha ett kontrolltillstånd och ett
00:09:18.560	00:09:20.230 align:start position:0%	tillstånd vi kan ha ett kontrolltillstånd och ett
00:09:20.230	00:09:20.240 align:start position:0%	behandlingstillstånd
00:09:20.240	00:09:22.710 align:start position:0%	behandlingstillstånd
00:09:22.710	00:09:22.720 align:start position:0%	som gör att vi kan
00:09:22.720	00:09:25.350 align:start position:0%	som gör att vi kan
00:09:25.350	00:09:25.360 align:start position:0%	prata om orsakseffekten  av
00:09:25.360	00:09:27.829 align:start position:0%	prata om orsakseffekten  av
00:09:27.829	00:09:27.839 align:start position:0%	behandlingen
00:09:27.839	00:09:29.990 align:start position:0%	behandlingen
00:09:29.990	00:09:30.000 align:start position:0%	och en annan viktig princip i
00:09:30.000	00:09:32.470 align:start position:0%	och en annan viktig princip i
00:09:32.470	00:09:32.480 align:start position:0%	experiment är att
00:09:32.480	00:09:35.269 align:start position:0%	experiment är att
00:09:35.269	00:09:35.279 align:start position:0%	du kan ha denna slumpmässiga uppgift så
00:09:35.279	00:09:37.750 align:start position:0%	du kan ha denna slumpmässiga uppgift så
00:09:37.750	00:09:37.760 align:start position:0%	y  du
00:09:37.760	00:09:39.910 align:start position:0%	y  du
00:09:39.910	00:09:39.920 align:start position:0%	visar i princip lite stimulans,
00:09:39.920	00:09:43.910 align:start position:0%	visar i princip lite stimulans,
00:09:43.910	00:09:43.920 align:start position:0%	kanske en bannerannons till
00:09:43.920	00:09:45.910 align:start position:0%	kanske en bannerannons till
00:09:45.910	00:09:45.920 align:start position:0%	två grupper av människor
00:09:45.920	00:09:47.590 align:start position:0%	två grupper av människor
00:09:47.590	00:09:47.600 align:start position:0%	och sedan försöker du
00:09:47.600	00:09:49.829 align:start position:0%	och sedan försöker du
00:09:49.829	00:09:49.839 align:start position:0%	mäta vilken typ av skillnad du har
00:09:49.839	00:09:51.750 align:start position:0%	mäta vilken typ av skillnad du har
00:09:51.750	00:09:51.760 align:start position:0%	i svaren mellan dessa två
00:09:51.760	00:09:57.509 align:start position:0%	i svaren mellan dessa två
00:09:57.509	00:09:57.519 align:start position:0%	 
00:09:57.519	00:10:00.150 align:start position:0%	 
00:10:00.150	00:10:00.160 align:start position:0%	så i den andra delen av denna workshop
00:10:00.160	00:10:01.590 align:start position:0%	så i den andra delen av denna workshop
00:10:01.590	00:10:01.600 align:start position:0%	kommer vi också att
00:10:01.600	00:10:04.069 align:start position:0%	kommer vi också att
00:10:04.069	00:10:04.079 align:start position:0%	försöka analysera data  som
00:10:04.079	00:10:06.230 align:start position:0%	försöka analysera data  som
00:10:06.230	00:10:06.240 align:start position:0%	genereras i ett experiment
00:10:06.240	00:10:08.710 align:start position:0%	genereras i ett experiment
00:10:08.710	00:10:08.720 align:start position:0%	och analysen försöker i princip
00:10:08.720	00:10:09.750 align:start position:0%	och analysen försöker i princip
00:10:09.750	00:10:09.760 align:start position:0%	svara på
00:10:09.760	00:10:11.030 align:start position:0%	svara på
00:10:11.030	00:10:11.040 align:start position:0%	en fråga
00:10:11.040	00:10:13.829 align:start position:0%	en fråga
00:10:13.829	00:10:13.839 align:start position:0%	hur starkt stöd
00:10:13.839	00:10:15.590 align:start position:0%	hur starkt stöd
00:10:15.590	00:10:15.600 align:start position:0%	ger våra data
00:10:15.600	00:10:18.949 align:start position:0%	ger våra data
00:10:18.949	00:10:18.959 align:start position:0%	för hypotesen
00:10:18.959	00:10:20.790 align:start position:0%	för hypotesen
00:10:20.790	00:10:20.800 align:start position:0%	så att vi vet att vi aldrig kan vara
00:10:20.800	00:10:22.389 align:start position:0%	så att vi vet att vi aldrig kan vara
00:10:22.389	00:10:22.399 align:start position:0%	hundra procent
00:10:22.399	00:10:25.590 align:start position:0%	hundra procent
00:10:25.590	00:10:25.600 align:start position:0%	 
00:10:25.600	00:10:27.670 align:start position:0%	 
00:10:27.670	00:10:27.680 align:start position:0%	och det bästa vi kan göra är att försöka
00:10:27.680	00:10:29.110 align:start position:0%	och det bästa vi kan göra är att försöka
00:10:29.110	00:10:29.120 align:start position:0%	för att ta reda på
00:10:29.120	00:10:32.230 align:start position:0%	för att ta reda på
00:10:32.230	00:10:32.240 align:start position:0%	vad som är sannolikheten att våra resultat
00:10:32.240	00:10:35.590 align:start position:0%	vad som är sannolikheten att våra resultat
00:10:35.590	00:10:35.600 align:start position:0%	 
00:10:35.600	00:10:39.030 align:start position:0%	 
00:10:39.030	00:10:39.040 align:start position:0%	slumpmässiga effekter i motsats till
00:10:39.040	00:10:41.269 align:start position:0%	slumpmässiga effekter i motsats till
00:10:41.269	00:10:41.279 align:start position:0%	de förhållanden som vi har i vårt
00:10:41.279	00:10:43.190 align:start position:0%	de förhållanden som vi har i vårt
00:10:43.190	00:10:43.200 align:start position:0%	experiment
00:10:43.200	00:10:44.949 align:start position:0%	experiment
00:10:44.949	00:10:44.959 align:start position:0%	och det är vad vi kommer att göra när vi
00:10:44.959	00:10:50.790 align:start position:0%	och det är vad vi kommer att göra när vi
00:10:50.790	00:10:50.800 align:start position:0%	 
00:10:50.800	00:10:51.750 align:start position:0%	 
00:10:51.750	00:10:51.760 align:start position:0%	och
00:10:51.760	00:10:54.550 align:start position:0%	och
00:10:54.550	00:10:54.560 align:start position:0%	när vi analyserar
00:10:54.560	00:10:57.829 align:start position:0%	när vi analyserar
00:10:57.829	00:10:57.839 align:start position:0%	undersökningsdata och även experimentdata
00:10:57.839	00:11:00.550 align:start position:0%	undersökningsdata och även experimentdata
00:11:00.550	00:11:00.560 align:start position:0%	vi börjar alltid med deskriptiva
00:11:00.560	00:11:03.190 align:start position:0%	vi börjar alltid med deskriptiva
00:11:03.190	00:11:03.200 align:start position:0%	analyser
00:11:03.200	00:11:05.990 align:start position:0%	analyser
00:11:05.990	00:11:06.000 align:start position:0%	så låt oss till exempel säga att vi vill
00:11:06.000	00:11:07.990 align:start position:0%	så låt oss till exempel säga att vi vill
00:11:07.990	00:11:08.000 align:start position:0%	mäta
00:11:08.000	00:11:10.550 align:start position:0%	mäta
00:11:10.550	00:11:10.560 align:start position:0%	attityder
00:11:10.560	00:11:13.269 align:start position:0%	attityder
00:11:13.269	00:11:13.279 align:start position:0%	i två olika konditioner så vi
00:11:13.279	00:11:15.509 align:start position:0%	i två olika konditioner så vi
00:11:15.509	00:11:15.519 align:start position:0%	har ett kontrollvillkor som visas här
00:11:15.519	00:11:17.030 align:start position:0%	har ett kontrollvillkor som visas här
00:11:17.030	00:11:17.040 align:start position:0%	 
00:11:17.040	00:11:18.630 align:start position:0%	 
00:11:18.630	00:11:18.640 align:start position:0%	med den orange
00:11:18.640	00:11:22.470 align:start position:0%	med den orange
00:11:22.470	00:11:22.480 align:start position:0%	färgen och vi har ett behandlingstillstånd
00:11:22.480	00:11:25.110 align:start position:0%	färgen och vi har ett behandlingstillstånd
00:11:25.110	00:11:25.120 align:start position:0%	så det första vi gör när vi analyserar
00:11:25.120	00:11:28.870 align:start position:0%	så det första vi gör när vi analyserar
00:11:28.870	00:11:28.880 align:start position:0%	våra data är att beskrivande ta reda på
00:11:28.880	00:11:30.310 align:start position:0%	våra data är att beskrivande ta reda på
00:11:30.310	00:11:30.320 align:start position:0%	skillnader
00:11:30.320	00:11:32.550 align:start position:0%	skillnader
00:11:32.550	00:11:32.560 align:start position:0%	när det gäller medelvärden
00:11:32.560	00:11:35.430 align:start position:0%	när det gäller medelvärden
00:11:35.430	00:11:35.440 align:start position:0%	medelvärdena i dessa två tillstånd
00:11:35.440	00:11:36.470 align:start position:0%	medelvärdena i dessa två tillstånd
00:11:36.470	00:11:36.480 align:start position:0%	och
00:11:36.480	00:11:38.310 align:start position:0%	och
00:11:38.310	00:11:38.320 align:start position:0%	kanske hoppas vi hitta något liknande
00:11:38.320	00:11:40.069 align:start position:0%	kanske hoppas vi hitta något liknande
00:11:40.069	00:11:40.079 align:start position:0%	detta är
00:11:40.079	00:11:43.110 align:start position:0%	detta är
00:11:43.110	00:11:43.120 align:start position:0%	nästan exakt vad vi angav i
00:11:43.120	00:11:44.470 align:start position:0%	nästan exakt vad vi angav i
00:11:44.470	00:11:44.480 align:start position:0%	hypotesen
00:11:44.480	00:11:45.990 align:start position:0%	hypotesen
00:11:45.990	00:11:46.000 align:start position:0%	att när vi
00:11:46.000	00:11:46.870 align:start position:0%	att när vi
00:11:46.870	00:11:46.880 align:start position:0%	har
00:11:46.880	00:11:49.350 align:start position:0%	har
00:11:49.350	00:11:49.360 align:start position:0%	ett kontrolltillstånd har vi något
00:11:49.360	00:11:53.350 align:start position:0%	ett kontrolltillstånd har vi något
00:11:53.350	00:11:53.360 align:start position:0%	lägre attityder i genomsnitt
00:11:53.360	00:11:57.030 align:start position:0%	lägre attityder i genomsnitt
00:11:57.030	00:11:57.040 align:start position:0%	 
00:11:57.040	00:12:00.629 align:start position:0%	 
00:12:00.629	00:12:00.639 align:start position:0%	till bilden av ett ansikte på en person i vår
00:12:00.639	00:12:02.949 align:start position:0%	till bilden av ett ansikte på en person i vår
00:12:02.949	00:12:02.959 align:start position:0%	bannerannons kommer vi att generera
00:12:02.959	00:12:07.269 align:start position:0%	bannerannons kommer vi att generera
00:12:07.269	00:12:07.279 align:start position:0%	 
00:12:07.279	00:12:09.269 align:start position:0%	 
00:12:09.269	00:12:09.279 align:start position:0%	så detta är  beskrivande del och vi
00:12:09.279	00:12:10.629 align:start position:0%	så detta är  beskrivande del och vi
00:12:10.629	00:12:10.639 align:start position:0%	kommer att göra detta med
00:12:10.639	00:12:12.949 align:start position:0%	kommer att göra detta med
00:12:12.949	00:12:12.959 align:start position:0%	hjälp av google-dokument
00:12:12.959	00:12:15.990 align:start position:0%	hjälp av google-dokument
00:12:15.990	00:12:16.000 align:start position:0%	och den sista delen är att
00:12:16.000	00:12:19.509 align:start position:0%	och den sista delen är att
00:12:19.509	00:12:19.519 align:start position:0%	 
00:12:19.519	00:12:20.629 align:start position:0%	 
00:12:20.629	00:12:20.639 align:start position:0%	om det
00:12:20.639	00:12:23.670 align:start position:0%	om det
00:12:23.670	00:12:23.680 align:start position:0%	finns en chans att våra resultat beror på
00:12:23.680	00:12:24.949 align:start position:0%	finns en chans att våra resultat beror på
00:12:24.949	00:12:24.959 align:start position:0%	slumpmässig
00:12:24.959	00:12:27.750 align:start position:0%	slumpmässig
00:12:27.750	00:12:27.760 align:start position:0%	variation eller om det är en systematisk
00:12:27.760	00:12:30.230 align:start position:0%	variation eller om det är en systematisk
00:12:30.230	00:12:30.240 align:start position:0%	variation
00:12:30.240	00:12:32.949 align:start position:0%	variation
00:12:32.949	00:12:32.959 align:start position:0%	och när vi gör detta går vi i
00:12:32.959	00:12:35.509 align:start position:0%	och när vi gör detta går vi i
00:12:35.509	00:12:35.519 align:start position:0%	princip ett steg  längre från att
00:12:35.519	00:12:38.470 align:start position:0%	princip ett steg  längre från att
00:12:38.470	00:12:38.480 align:start position:0%	jämföra medel och vi
00:12:38.480	00:12:41.269 align:start position:0%	jämföra medel och vi
00:12:41.269	00:12:41.279 align:start position:0%	försöker ta reda på om våra två villkor
00:12:41.279	00:12:43.750 align:start position:0%	försöker ta reda på om våra två villkor
00:12:43.750	00:12:43.760 align:start position:0%	faktiskt utgör två olika
00:12:43.760	00:12:45.590 align:start position:0%	faktiskt utgör två olika
00:12:45.590	00:12:45.600 align:start position:0%	fördelningar
00:12:45.600	00:12:47.910 align:start position:0%	fördelningar
00:12:47.910	00:12:47.920 align:start position:0%	så att du kan se dessa fördelningar här
00:12:47.920	00:12:49.509 align:start position:0%	så att du kan se dessa fördelningar här
00:12:49.509	00:12:49.519 align:start position:0%	i figuren
00:12:49.519	00:12:50.470 align:start position:0%	i figuren
00:12:50.470	00:12:50.480 align:start position:0%	och
00:12:50.480	00:12:52.790 align:start position:0%	och
00:12:52.790	00:12:52.800 align:start position:0%	jag  i det här fallet har vi en fördelning
00:12:52.800	00:12:54.710 align:start position:0%	jag  i det här fallet har vi en fördelning
00:12:54.710	00:12:54.720 align:start position:0%	som är orange
00:12:54.720	00:12:57.269 align:start position:0%	som är orange
00:12:57.269	00:12:57.279 align:start position:0%	och en fördelning som är
00:12:57.279	00:12:59.990 align:start position:0%	och en fördelning som är
00:12:59.990	00:13:00.000 align:start position:0%	blå som är behandlingen
00:13:00.000	00:13:02.310 align:start position:0%	blå som är behandlingen
00:13:02.310	00:13:02.320 align:start position:0%	och om dessa fördelningar är
00:13:02.320	00:13:04.389 align:start position:0%	och om dessa fördelningar är
00:13:04.389	00:13:04.399 align:start position:0%	tillräckligt
00:13:04.399	00:13:07.269 align:start position:0%	tillräckligt
00:13:07.269	00:13:07.279 align:start position:0%	olika kommer vi att säga till oss själva att
00:13:07.279	00:13:09.509 align:start position:0%	olika kommer vi att säga till oss själva att
00:13:09.509	00:13:09.519 align:start position:0%	vi har vi tror att vi har hittat
00:13:09.519	00:13:12.310 align:start position:0%	vi har vi tror att vi har hittat
00:13:12.310	00:13:12.320 align:start position:0%	bra bevis bra stöd
00:13:12.320	00:13:18.790 align:start position:0%	bra bevis bra stöd
00:13:18.790	00:13:18.800 align:start position:0%	 
00:13:18.800	00:13:21.750 align:start position:0%	 
00:13:21.750	00:13:21.760 align:start position:0%	så det var  uh introt till denna
00:13:21.760	00:13:24.069 align:start position:0%	så det var  uh introt till denna
00:13:24.069	00:13:24.079 align:start position:0%	workshop så nu ska vi göra den
00:13:24.079	00:13:26.710 align:start position:0%	workshop så nu ska vi göra den
00:13:26.710	00:13:26.720 align:start position:0%	praktiska delen
00:13:26.720	00:13:28.230 align:start position:0%	praktiska delen
00:13:28.230	00:13:28.240 align:start position:0%	och för detta
00:13:28.240	00:13:29.910 align:start position:0%	och för detta
00:13:29.910	00:13:29.920 align:start position:0%	måste
00:13:29.920	00:13:32.949 align:start position:0%	måste
00:13:32.949	00:13:32.959 align:start position:0%	vi gå till google documents så
00:13:32.959	00:13:34.949 align:start position:0%	vi gå till google documents så
00:13:34.949	00:13:34.959 align:start position:0%	ser du
00:13:34.959	00:13:36.389 align:start position:0%	ser du
00:13:36.389	00:13:36.399 align:start position:0%	i
00:13:36.399	00:13:38.629 align:start position:0%	i
00:13:38.629	00:13:38.639 align:start position:0%	videobeskrivningen nedan att
00:13:38.639	00:13:40.870 align:start position:0%	videobeskrivningen nedan att
00:13:40.870	00:13:40.880 align:start position:0%	vi kommer att ha några
00:13:40.880	00:13:43.990 align:start position:0%	vi kommer att ha några
00:13:43.990	00:13:44.000 align:start position:0%	länkar till själva experimentet men också
00:13:44.000	00:13:48.310 align:start position:0%	länkar till själva experimentet men också
00:13:48.310	00:13:48.320 align:start position:0%	till filerna som vi kommer att arbeta med
00:13:48.320	00:13:51.990 align:start position:0%	till filerna som vi kommer att arbeta med
00:13:51.990	00:13:52.000 align:start position:0%	så om du klickar på länken
00:13:52.000	00:13:53.910 align:start position:0%	så om du klickar på länken
00:13:53.910	00:13:53.920 align:start position:0%	till google-dokumenten hittar du
00:13:53.920	00:13:55.269 align:start position:0%	till google-dokumenten hittar du
00:13:55.269	00:13:55.279 align:start position:0%	något
00:13:55.279	00:13:56.069 align:start position:0%	något
00:13:56.069	00:13:56.079 align:start position:0%	som
00:13:56.079	00:13:58.790 align:start position:0%	som
00:13:58.790	00:13:58.800 align:start position:0%	ser ut så här
00:13:58.800	00:14:01.750 align:start position:0%	ser ut så här
00:14:01.750	00:14:01.760 align:start position:0%	dessa filer jag har delat på
00:14:01.760	00:14:05.910 align:start position:0%	dessa filer jag har delat på
00:14:05.910	00:14:05.920 align:start position:0%	 
00:14:05.920	00:14:08.470 align:start position:0%	 
00:14:08.470	00:14:08.480 align:start position:0%	och vi kan bara ta en titt på
00:14:08.480	00:14:09.990 align:start position:0%	och vi kan bara ta en titt på
00:14:09.990	00:14:10.000 align:start position:0%	vad dessa olika
00:14:10.000	00:14:13.350 align:start position:0%	vad dessa olika
00:14:13.350	00:14:13.360 align:start position:0%	 
00:14:13.360	00:14:15.829 align:start position:0%	 
00:14:15.829	00:14:15.839 align:start position:0%	så först och främst har vi några, vi har en
00:14:15.839	00:14:17.910 align:start position:0%	så först och främst har vi några, vi har en
00:14:17.910	00:14:17.920 align:start position:0%	datafil, det här är faktiskt vad vi
00:14:17.920	00:14:20.629 align:start position:0%	datafil, det här är faktiskt vad vi
00:14:20.629	00:14:20.639 align:start position:0%	ska göra under den sista delen av
00:14:20.639	00:14:24.870 align:start position:0%	ska göra under den sista delen av
00:14:24.870	00:14:24.880 align:start position:0%	workshopen, det här är data vi behöver för
00:14:24.880	00:14:26.069 align:start position:0%	workshopen, det här är data vi behöver för
00:14:26.069	00:14:26.079 align:start position:0%	att göra lite
00:14:26.079	00:14:27.990 align:start position:0%	att göra lite
00:14:27.990	00:14:28.000 align:start position:0%	dataanalys
00:14:28.000	00:14:31.350 align:start position:0%	dataanalys
00:14:31.350	00:14:31.360 align:start position:0%	så att vi kan lämna  t för
00:14:31.360	00:14:34.310 align:start position:0%	så att vi kan lämna  t för
00:14:34.310	00:14:34.320 align:start position:0%	tillfället är nästa intressant eftersom det är
00:14:34.320	00:14:37.350 align:start position:0%	tillfället är nästa intressant eftersom det är
00:14:37.350	00:14:37.360 align:start position:0%	ett formulär från ett googleformulär och vi kommer att
00:14:37.360	00:14:38.949 align:start position:0%	ett formulär från ett googleformulär och vi kommer att
00:14:38.949	00:14:38.959 align:start position:0%	 
00:14:38.959	00:14:41.189 align:start position:0%	 
00:14:41.189	00:14:41.199 align:start position:0%	använda google-formulärets
00:14:41.199	00:14:43.350 align:start position:0%	använda google-formulärets
00:14:43.350	00:14:43.360 align:start position:0%	funktion för
00:14:43.360	00:14:44.470 align:start position:0%	funktion för
00:14:44.470	00:14:44.480 align:start position:0%	att
00:14:44.480	00:14:47.910 align:start position:0%	att
00:14:47.910	00:14:47.920 align:start position:0%	presentera våra stimuli och för att samla in våra
00:14:47.920	00:14:49.750 align:start position:0%	presentera våra stimuli och för att samla in våra
00:14:49.750	00:14:49.760 align:start position:0%	svar
00:14:49.760	00:14:54.870 align:start position:0%	svar
00:14:54.870	00:14:54.880 align:start position:0%	 
00:14:54.880	00:14:56.949 align:start position:0%	 
00:14:56.949	00:14:56.959 align:start position:0%	nästa upp är en
00:14:56.959	00:14:59.269 align:start position:0%	nästa upp är en
00:14:59.269	00:14:59.279 align:start position:0%	annan typ av fil som kallas en
00:14:59.279	00:15:01.030 align:start position:0%	annan typ av fil som kallas en
00:15:01.030	00:15:01.040 align:start position:0%	google apps script
00:15:01.040	00:15:03.910 align:start position:0%	google apps script
00:15:03.910	00:15:03.920 align:start position:0%	så den här filen innehåller experimentlogiken
00:15:03.920	00:15:06.389 align:start position:0%	så den här filen innehåller experimentlogiken
00:15:06.389	00:15:06.399 align:start position:0%	 
00:15:06.399	00:15:08.870 align:start position:0%	 
00:15:08.870	00:15:08.880 align:start position:0%	och det enda som den här filen kommer att göra är
00:15:08.880	00:15:11.030 align:start position:0%	och det enda som den här filen kommer att göra är
00:15:11.030	00:15:11.040 align:start position:0%	att den slumpmässigt tilldelar
00:15:11.040	00:15:12.870 align:start position:0%	att den slumpmässigt tilldelar
00:15:12.870	00:15:12.880 align:start position:0%	deltagarna
00:15:12.880	00:15:15.110 align:start position:0%	deltagarna
00:15:15.110	00:15:15.120 align:start position:0%	kontrolltillståndet eller behandlingstillståndet
00:15:15.120	00:15:17.030 align:start position:0%	kontrolltillståndet eller behandlingstillståndet
00:15:17.030	00:15:17.040 align:start position:0%	 
00:15:17.040	00:15:18.710 align:start position:0%	 
00:15:18.710	00:15:18.720 align:start position:0%	så vi kommer att titta på det om ett
00:15:18.720	00:15:21.030 align:start position:0%	så vi kommer att titta på det om ett
00:15:21.030	00:15:21.040 align:start position:0%	ögonblick
00:15:21.040	00:15:24.470 align:start position:0%	ögonblick
00:15:24.470	00:15:24.480 align:start position:0%	och sedan har vi ett kalkylblad  ett google-
00:15:24.480	00:15:28.069 align:start position:0%	och sedan har vi ett kalkylblad  ett google-
00:15:28.069	00:15:28.079 align:start position:0%	ark och det här dokumentet kommer att samla in
00:15:28.079	00:15:31.350 align:start position:0%	ark och det här dokumentet kommer att samla in
00:15:31.350	00:15:31.360 align:start position:0%	svaren som vi får från formulären
00:15:31.360	00:15:34.710 align:start position:0%	svaren som vi får från formulären
00:15:34.710	00:15:34.720 align:start position:0%	som vi lägger i vårt experiment
00:15:34.720	00:15:38.230 align:start position:0%	som vi lägger i vårt experiment
00:15:38.230	00:15:38.240 align:start position:0%	och slutligen har vi två bilder
00:15:38.240	00:15:40.710 align:start position:0%	och slutligen har vi två bilder
00:15:40.710	00:15:40.720 align:start position:0%	och dessa är de stimuli som vi kommer att
00:15:40.720	00:15:43.509 align:start position:0%	och dessa är de stimuli som vi kommer att
00:15:43.509	00:15:43.519 align:start position:0%	presentera i experimentet
00:15:43.519	00:15:45.670 align:start position:0%	presentera i experimentet
00:15:45.670	00:15:45.680 align:start position:0%	så
00:15:45.680	00:15:47.910 align:start position:0%	så
00:15:47.910	00:15:47.920 align:start position:0%	vi har ett kontrollvillkor
00:15:47.920	00:15:49.350 align:start position:0%	vi har ett kontrollvillkor
00:15:49.350	00:15:49.360 align:start position:0%	 
00:15:49.360	00:15:51.350 align:start position:0%	 
00:15:51.350	00:15:51.360 align:start position:0%	som är  c-bilden
00:15:51.360	00:15:54.310 align:start position:0%	som är  c-bilden
00:15:54.310	00:15:54.320 align:start position:0%	och vi har ett behandlingstillstånd
00:15:54.320	00:15:57.350 align:start position:0%	och vi har ett behandlingstillstånd
00:15:57.350	00:15:57.360 align:start position:0%	betecknat med på
00:15:57.360	00:15:58.550 align:start position:0%	betecknat med på
00:15:58.550	00:15:58.560 align:start position:0%	så när vi
00:15:58.560	00:16:01.030 align:start position:0%	så när vi
00:16:01.030	00:16:01.040 align:start position:0%	sätter ihop dessa filer och länkar
00:16:01.040	00:16:03.960 align:start position:0%	sätter ihop dessa filer och länkar
00:16:03.960	00:16:03.970 align:start position:0%	dem kommer vi att ha skapat
00:16:03.970	00:16:05.990 align:start position:0%	dem kommer vi att ha skapat
00:16:05.990	00:16:06.000 align:start position:0%	[Musik]
00:16:06.000	00:16:08.870 align:start position:0%	[Musik]
00:16:08.870	00:16:08.880 align:start position:0%	ett ab-experiment
00:16:08.880	00:16:12.230 align:start position:0%	ett ab-experiment
00:16:12.230	00:16:12.240 align:start position:0%	ett online-su  rvey experiment
00:16:12.240	00:16:14.310 align:start position:0%	ett online-su  rvey experiment
00:16:14.310	00:16:14.320 align:start position:0%	så låt oss se vad vi behöver göra
00:16:14.320	00:16:17.269 align:start position:0%	så låt oss se vad vi behöver göra
00:16:17.269	00:16:17.279 align:start position:0%	så först och främst måste vi ha
00:16:17.279	00:16:20.470 align:start position:0%	så först och främst måste vi ha
00:16:20.470	00:16:20.480 align:start position:0%	vi kan vi kan öppna formuläret så det här säger
00:16:20.480	00:16:25.590 align:start position:0%	vi kan vi kan öppna formuläret så det här säger
00:16:25.590	00:16:25.600 align:start position:0%	att det är ett formulär och det är en del
00:16:25.600	00:16:30.790 align:start position:0%	att det är ett formulär och det är en del
00:16:30.790	00:16:30.800 align:start position:0%	 
00:16:30.800	00:16:32.870 align:start position:0%	 
00:16:32.870	00:16:32.880 align:start position:0%	och om vi öppnar
00:16:32.880	00:16:34.629 align:start position:0%	och om vi öppnar
00:16:34.629	00:16:34.639 align:start position:0%	det kommer det att se ut så här
00:16:34.639	00:16:37.670 align:start position:0%	det kommer det att se ut så här
00:16:37.670	00:16:37.680 align:start position:0%	så här kan du förmodligen känna igen att det är
00:16:37.680	00:16:39.590 align:start position:0%	så här kan du förmodligen känna igen att det är
00:16:39.590	00:16:39.600 align:start position:0%	ett googleformulär
00:16:39.600	00:16:41.590 align:start position:0%	ett googleformulär
00:16:41.590	00:16:41.600 align:start position:0%	och vad vi har gjort här är att vi
00:16:41.600	00:16:43.670 align:start position:0%	och vad vi har gjort här är att vi
00:16:43.670	00:16:43.680 align:start position:0%	har en
00:16:43.680	00:16:47.430 align:start position:0%	har en
00:16:47.430	00:16:47.440 align:start position:0%	 
00:16:47.440	00:16:48.829 align:start position:0%	 
00:16:48.829	00:16:48.839 align:start position:0%	som innehåller en
00:16:48.839	00:16:52.310 align:start position:0%	som innehåller en
00:16:52.310	00:16:52.320 align:start position:0%	bild och det här är
00:16:52.320	00:16:55.030 align:start position:0%	bild och det här är
00:16:55.030	00:16:55.040 align:start position:0%	bannerannonsen som vi använder för vårt kontrollvillkor
00:16:55.040	00:16:57.189 align:start position:0%	bannerannonsen som vi använder för vårt kontrollvillkor
00:16:57.189	00:16:57.199 align:start position:0%	 
00:16:57.199	00:16:59.590 align:start position:0%	 
00:16:59.590	00:16:59.600 align:start position:0%	så detta är en typisk
00:16:59.600	00:17:02.430 align:start position:0%	så detta är en typisk
00:17:02.430	00:17:02.440 align:start position:0%	 
00:17:02.440	00:17:03.509 align:start position:0%	 
00:17:03.509	00:17:03.519 align:start position:0%	[Musik  ]
00:17:03.519	00:17:06.230 align:start position:0%	[Musik  ]
00:17:06.230	00:17:06.240 align:start position:0%	online display adwords
00:17:06.240	00:17:10.470 align:start position:0%	online display adwords
00:17:10.470	00:17:10.480 align:start position:0%	 
00:17:10.480	00:17:12.470 align:start position:0%	 
00:17:12.470	00:17:12.480 align:start position:0%	och nedan har
00:17:12.480	00:17:16.230 align:start position:0%	och nedan har
00:17:16.230	00:17:16.240 align:start position:0%	vi svarsskalan så här kan vi betygsätta
00:17:16.240	00:17:20.230 align:start position:0%	vi svarsskalan så här kan vi betygsätta
00:17:20.230	00:17:20.240 align:start position:0%	våra attityder till denna produkt
00:17:20.240	00:17:22.069 align:start position:0%	våra attityder till denna produkt
00:17:22.069	00:17:22.079 align:start position:0%	på skalan från
00:17:22.079	00:17:24.390 align:start position:0%	på skalan från
