8068	tina_axelsson-travel_by_train-8068-7.jpg	8068	Nature|Society &amp; Lifestyle|Horizontal|Indoor|People|Day|Summer|Autumn	8068	Traveling by train is one of the most sustainable ways to travel. 
835	miriam_preis-gooseberries-835-7.jpg	835	Food &amp; Drink|Nature|Horizontal|Outdoor|No people|Close up|Day|Summer	835	Gooseberries can be found both wild and cultivated throughout the whole of Sweden. They can be used in syrups, jams or compote. They are lovley to eat sun-warmed straight from the bush. 
837	miriam_preis-gooseberry_bush-837-7.jpg	837	Food &amp; Drink|Nature|Indoor|No people|Vertical|Day|Summer	837	Gooseberries can be found both wild and cultivated throughout the whole of Sweden. They can be used in syrups, jams or compote. They are lovley to eat sun-warmed straight from the bush. 
8530	jerker_andersson-sunflowers-8530-7.jpg	8530	Food &amp; Drink|Nature|Outdoor|No people|Day|Summer	8530	Sunflowers are a popular plant, for decoration and production of oil and seeds. There are few commercial producers in Sweden, but it is a common sight in gardens all over Sweden. 
8623	felix_gerlach-autumn-8623-7.jpg	8623	Nature|Horizontal|Outdoor|People|Day|Autumn	8623	Sweden has four distinct seasons, and while the winter and summer seasons are definitely appreciated, a lot of people prefer autumn for its sheer beauty in terms of colours, the falling leaves and the intensity of that special Nordic light. 
8692	henrik_trygg-forest_bathing-8692-7.jpg	8692	Adventure &amp; outdoors|Nature|Horizontal|Outdoor|People|Day|Autumn	8692	The Swedish forest consists mainly of spruce and pine varieties but also beech, oak and ash and covers nearly 70 per cent of the country. This makes Sweden a perfect place to experience the mindful, meditative practice of forest bathing. A place where you can enjoy the healing powers of nature with all your senses. 
8699	henrik_trygg-rune_stone-8699-7.jpg	8699	Nature|Outdoor|People|Day|Autumn	8699	With thousands of runestones and rock carvings, Sweden has the highest density of rune stones in any other country. Many still stand where they were originally placed and are a reminder of the Viking heritage. 
9055	mikael_svensson-toftan-9055-7.jpg	9055	Nature|Scenery|Outdoor|No people|Horizontal|Day|Summer	9055	In the summer, many Swedes spend more time in the countryside in order to recharge and spend time with their loved ones. 
9377	tina_stafrén-kinnekulle_grand_quarry-9377-7.jpg	9377	Activities|Nature|Scenery|Outdoor|People|Horizontal|Day|Summer|Autumn	9377	The popular destination Kinnekulle Grand Quarry is 40 meters deep and has its lowest layers of limestones from 400 million years ago. 
9379	tina_stafrén-hiking-9379-7.jpg	9379	Activities|Nature|Outdoor|People|Horizontal|Day|Summer|Autumn	9379	The Biosphere Trail offers everything you can imagine: a long hiking trail with beautiful viewpoints, historic sites, cafés, islands and a forest right out of a fairy tale. 
98	henrik_trygg-off_pist-98-7.jpg	98	Activities|Nature|Scenery|Outdoor|People|Vertical|Day|Winter	98	Ekosjön is a small lake situated about a kilometre from Låktatjåkka cabin 
